Week Number,Job,Assembly,Assembly Description,Qty,Schedule_Group,Department Class,Department,OP_SEQ_NUM,OPERATION_DESCRIPTION,RESOURCE_OPERATIONS_SEQ,RESOURCE_CODE,DESCRIPTION,Usage,Qty Per Hour,Run Time Min,Run Time Hours,Operation Start Date,Operation Completion Date,Paint_Code,NVL(REQ.REQLIST;'NODEMANDFOUND'),SCHED_FLAG
12,3655291,601027,32MM O/D STAINLESS STEEL TUBE BEND WITH VOLUME CONTROL,791,METAL SHOP WK 13-2022,METAL SHOP,UWW-001,140,UNISON WASH MACHINE FOR WAND CELL,20,UWW-001,UNISON WASH MACHINE FOR WAND CELL,0.002,500,94.92,1.58,24/03/2022 08:00,24/03/2022 09:35,,PREP-A1=76  PREP-C1=64  S1 REELERS=322  WAND SET=311,Next
12,3655291,601027,32MM O/D STAINLESS STEEL TUBE BEND WITH VOLUME CONTROL,791,METAL SHOP WK 13-2022,METAL SHOP,LHC-002-CH,150,VOLUME CONTROL BY HAND FOR WAND CELL,20,LHC-002-CH,VOLUME CONTROL BY HAND FOR WAND CELL,0.002,500,94.92,1.58,24/03/2022 08:00,24/03/2022 09:35,,PREP-A1=76  PREP-C1=64  S1 REELERS=322  WAND SET=311,Next
12,3655292,330086,MOTOR WIRE SLEEVE,228,CSS B13 WK 13-2022,CSS B13,WIRE CELL,110,BENCH FOR MANUAL OPERATIONS,30,WIREBENCH,BENCH FOR MANUAL OPERATIONS,0.008333,120,114,1.9,24/03/2022 08:00,24/03/2022 09:59,,MOTOR CELL=224,Yes
12,3655294,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655295,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655296,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655297,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655298,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655299,913901,FLOOR TOOL RELEASE PEDAL ASSEMBLY (BLACK CAP),350,CSS B13 WK 13-2022,CSS B13,FTOOL CELL,110,CSS FLOOR TOOL CELL,30,FTOOL CELL,CSS FLOOTOOL CELL,0.016667,60,350,5.83,24/03/2022 08:00,24/03/2022 14:41,,244 STAGE1=288,Yes
12,3655300,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655301,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655302,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655303,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655304,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655305,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655306,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655307,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655308,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655309,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655310,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655311,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655312,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655313,601024,32MM ALUMINIUM EXTENSION TUBE,850,METAL SHOP WK 13-2022,METAL SHOP,WCIM-001,110,COLLAR MACHINE FOR WAND CELL,20,WCIM-001,COLLAR MACHINE FOR WAND CELL,0.001176,850,60,1,24/03/2022 08:00,24/03/2022 09:00,,ACCE1 CELL=658  AUTOLINE01=7864  CVC STAGE1=632  GVE STAGE1=600  PREP-A1=272  S1 LOOMS=6080  S1 REELERS=0  Sales order=66  WV470 ST01=286,Next
12,3655314,321068,SUPPRESOR ASSEMBLY,1,CSS B13 WK 13-2022,CSS B13,WIRE CELL,110,BENCH FOR MANUAL OPERATIONS,30,WIREBENCH,BENCH FOR MANUAL OPERATIONS,0.025974,38.5,1.56,0.03,24/03/2022 08:00,24/03/2022 08:07,,No Demand found,Yes
13,3655315,325917,"NSP / PSP TOP MOTOR HOUSING (GREY) PRINTED BLACK NUMATIC  ART0249/4510
",224,VAC B SUBS WK 13-2022,VAC B,HOTFOILPRT,120,IMPRESS HOT FOIL PRINTING PSP/JVP/NVH,120,IMPRESS MC,IMPRESS HOT FOIL PRINTING,0.008333,120,112,1.87,28/03/2022 08:15,28/03/2022 10:17,,S1 LOOMS=224,Yes
12,3655316,321066,HANDLE BASE MOULD ASSY (SOCKET) 16AMP 3 CORE,1,CSS B13 WK 13-2022,CSS B13,HANDLECELL,110,HANDLE BASE ASSEMBLY CELL,30,HAND CELL,HANDLE BASE ASSEMBLY CELL,0.0125,80,0.75,0.01,24/03/2022 08:00,24/03/2022 08:06,,HANDLECELL=1,Yes
13,3655317,325822,PSP TOP MOTOR HOUSING (BLACK) PRINTED WHITE NACECARE,25,VAC B SUBS WK 13-2022,VAC B,HOTFOILPRT,120,IMPRESS HOT FOIL PRINTING PSP/JVP/NVH,120,IMPRESS MC,IMPRESS HOT FOIL PRINTING,0.008333,120,12.5,0.21,28/03/2022 08:15,28/03/2022 08:28,,S1 LOOMS=25,Yes
12,3655318,334027,PVT/NST 220 HANDLE ASSEMBLY (TROLLEY VAC),22,CSS B13 WK 13-2022,CSS B13,ACCE1 CELL,110,ACCE CELL,30,ACCE1 CELL,CSS FLOOTOOL CELL,0.133333,7.5,176,2.93,24/03/2022 08:00,24/03/2022 08:35,,No Demand found,Yes
13,3655319,606309,SMALL SEMI-PARABOLIC.FLOOR TOOL.RUBBER BLADE.785MM WORKING WIDTH.(ET4045/ETB4045),1,CSS WK 13-2022,CSS B13,FTOOL CELL,110,FTOOL CELL,30,FTOOL CELL,CSS FLOOTOOL CELL,0.1,10,6,0.1,28/03/2022 08:00,28/03/2022 08:11,,No Demand found,Yes
12,3655320,302137,750/1000 HDF CHASSIS ASSY M/S PAINTED BLACK,3,METAL_WELD WK 13-2022,METAL SHOP,WELD DEPT,110,ROBOT WELD 02,30,ROBOT02,PANASONIC ROBOTIC WELDER,0.155039,6.45,27.91,0.47,24/03/2022 08:00,24/03/2022 08:28,222001,No Demand found,Yes
12,3655320,302137,750/1000 HDF CHASSIS ASSY M/S PAINTED BLACK,3,METAL_WELD WK 13-2022,PAINT SHOP,PAINT CELL,120,PAINT BOOTH COLOURS,30,LRGBOOTH02,DESIGNATED COLOURS,0.007143,140,1.29,0.02,24/03/2022 08:28,24/03/2022 08:30,222001,No Demand found,Yes
12,3655321,338938,CROSS TUBE(MILD STEEL) (0.878),236,METAL SHOP WK 13-2022,METAL SHOP,SAW DEPT,110,METAL SAW,30,ADDISONSAW,ADDISON SAWS (2) - MEC 2000 AND ADIGE,0.001709,585,24.21,0.4,24/03/2022 08:00,24/03/2022 08:36,,WELD DEPT=236,Yes
12,3655321,338938,CROSS TUBE(MILD STEEL) (0.878),236,METAL SHOP WK 13-2022,METAL SHOP,1MP0051,120,NOTCHING MACHINE,30,1MP0051,NOTCHING MACHINE,0.005556,180,78.67,1.31,24/03/2022 08:36,24/03/2022 10:00,,WELD DEPT=236,Yes
12,3655322,312084,1 SWITCH MOUNTING BRKT WITH GREEN SWITCH,45,CSS B13 WK 13-2022,CSS B13,HANDLECELL,110,HANDLE SWITCH & LOOM ASSEMBLY CELL,30,HASSY CELL,HANDLE SWITCH & LOOM ASSEMBLY CELL,0.00677,147.72,18.28,0.3,24/03/2022 08:00,24/03/2022 08:26,,No Demand found,Yes
12,3655323,329539,BLANKING PLATE MOD,54,METAL SHOP WK 13-2022,METAL SHOP,DRILL DEPT,110,METAL SHOP DRILLS,30,DRILL 1,MULTIPLE DRILL BANKS,0.005556,180,18,0.3,24/03/2022 08:00,24/03/2022 08:17,,FMHANDCELL=30,Yes
12,3655324,323186,1500MM LONG CSA AC CHARGING LEAD ASSEMBLY,7,CSS B13 WK 13-2022,CSS B13,WIRE CELL,110,BENCH FOR MANUAL OPERATIONS,30,WIREBENCH,BENCH FOR MANUAL OPERATIONS,0.1,10,42,0.7,24/03/2022 08:00,24/03/2022 08:47,,TT6055PREP=4,Yes
13,3655325,330100,TT 1840 GEARBOX / DRIVE SHAFT ASSEMBLY,30,VAC D SUBS WK 13-2022,FLOORCARE,TT1840PRPM,110,TT 1840 PREP BENCH FOR MAINS MACHINES,20,1840 PREP,TT/TTB 1840 PREP BENCHES,0.166667,6,300,5,28/03/2022 08:00,28/03/2022 13:46,,TT1840PRPM=30,Next
12,3655326,321681,LINK WIRE.WHITE.80.1M0.FASTON.TIN CLIP,4000,CSS B13 WK 13-2022,CSS B13,CSS KOMAX,110,WIRES UNDER 300MM,30,KOMAX,KOMAX MACHINES,0.000444,2250,106.67,1.78,24/03/2022 08:00,24/03/2022 09:52,,ACCE4 CELL=1514,Yes
12,3655328,304370,TTV4555 BRAKE LEVER,10,METAL SHOP WK 13-2022,METAL SHOP,CROP DEPT,110,METAL CROP,30,BLISS 1,BLISS BAR CROPPING PRESS,0.001389,720,0.83,0.01,24/03/2022 08:00,24/03/2022 08:03,,TT6055PREP=8,Yes
12,3655328,304370,TTV4555 BRAKE LEVER,10,METAL SHOP WK 13-2022,METAL SHOP,FAB DEPT,120,AMADA PROMECAM,30,PBRAKE03,AMADA PROMECAM,0.025,40,15,0.25,24/03/2022 08:03,24/03/2022 08:23,,TT6055PREP=8,Yes
12,3655328,304370,TTV4555 BRAKE LEVER,10,METAL SHOP WK 13-2022,METAL SHOP,DRILL DEPT,130,METAL SHOP DRILLS,30,DRILL 1,MULTIPLE DRILL BANKS,0.02,50,12,0.2,24/03/2022 08:23,24/03/2022 08:33,,TT6055PREP=8,Yes
12,3655329,321202,LINK WIRE.BROWN.60.1M5.PIGGYBACK.FASTON,200,CSS B13 WK 13-2022,CSS B13,CSS KOMAX,110,WIRES UNDER 300MM,30,KOMAX,KOMAX MACHINES,0.000333,3000,4,0.07,24/03/2022 08:00,24/03/2022 08:09,,MOTOR CELL=27  TT DECK=29  TTB DECK=10  VACD SERVC=1,Yes
12,3655331,307075,PLASTIC WAND BEND & MODIFIED HOSE ASSEMBLY (2.4m HOSE),20,CSS B13 WK 13-2022,CSS B13,ACCE4 CELL,110,CSS ACCESSORIES 4 CELL,20,ACCE4 CELL,CSS ACCESSORIES 4 CELL,0.066667,15,80,1.33,24/03/2022 08:00,24/03/2022 09:26,,No Demand found,Yes
12,3655332,906503,LINK WIRE.BLACK.390.6M0.M6 RING.M8 RING,5,CSS B13 WK 13-2022,CSS B13,WIRE CELL,110,BENCH FOR MANUAL OPERATIONS,30,WIREBENCH,BENCH FOR MANUAL OPERATIONS,0.05,20,15,0.25,24/03/2022 08:00,24/03/2022 08:20,,CRO PREP/W=21,Yes
12,3655332,906503,LINK WIRE.BLACK.390.6M0.M6 RING.M8 RING,5,CSS B13 WK 13-2022,CSS B13,WIRE CELL,120,AM21 MACHINES,30,AM21,AM21 MACHINES,0.002778,360,0.83,0.01,24/03/2022 08:20,24/03/2022 08:21,,CRO PREP/W=21,Yes
12,3655333,321061,LINK WIRE.BROWN.170.1M5.FASTON.FASTON,135,CSS B13 WK 13-2022,CSS B13,CSS KOMAX,110,WIRES UNDER 300MM,30,KOMAX,KOMAX MACHINES,0.000333,3000,2.7,0.05,24/03/2022 08:00,24/03/2022 08:08,,No Demand found,Yes
12,3655334,321062,LINK WIRE.WHITE.170.1M5.FASTON.FASTON,500,CSS B13 WK 13-2022,CSS B13,CSS KOMAX,110,WIRES UNDER 300MM,30,KOMAX,KOMAX MACHINES,0.000333,3000,10,0.17,24/03/2022 08:00,24/03/2022 08:15,,MOTOR CELL=224,Yes
12,3655335,321051,WV AP/PH HANDLE BASE MOULD ASSY(HARDWIRE) V70/72,4,CSS B13 WK 13-2022,CSS B13,HANDLECELL,110,HANDLE BASE ASSEMBLY CELL,30,HAND CELL,HANDLE BASE ASSEMBLY CELL,0.021277,47,5.11,0.09,24/03/2022 08:00,24/03/2022 08:11,,HANDLECELL=4,Yes
12,3655336,908282,LINK WIRE.BLACK.90.0M75.PIGGYBACK.PIGGYBACK,300,CSS B13 WK 13-2022,CSS B13,WIRE CELL,110,BENCH FOR MANUAL OPERATIONS,30,WIREBENCH,BENCH FOR MANUAL OPERATIONS,0.008333,120,150,2.5,24/03/2022 08:00,24/03/2022 10:50,,TTB DECK=37,Yes
13,3655337,913846,NUC.244NX REPLACEMENT HOSE CUFF,3,CSS WK 13-2022,CSS B13,GNKIT CELL,110,CSS GENUINE KIT CELL,20,GNKIT CELL,CSS GENUINE KIT CELL,0.016667,60,3,0.05,28/03/2022 08:00,28/03/2022 08:09,,No Demand found,Yes
12,3655338,910746,LEFT HAND STAINLESS STEEL UPRIGHT TUBE ASSEMBLY,31,METAL SHOP WK 13-2022,METAL SHOP,1MP0052,110,DOUBLE REDUCING MACHINE,30,1MP0052,DOUBLE REDUCING MACHINE,0.004167,240,7.75,0.13,24/03/2022 08:00,24/03/2022 08:13,,WELD DEPT=31,Yes
12,3655338,910746,LEFT HAND STAINLESS STEEL UPRIGHT TUBE ASSEMBLY,31,METAL SHOP WK 13-2022,METAL SHOP,1MP0055,120,AVA-MATIC CASTOR INSERTING MACHINE,30,1MP0055,AVA-MATIC CASTOR INSERTING MACHINE,0.004167,240,7.75,0.13,24/03/2022 08:13,24/03/2022 08:26,,WELD DEPT=31,Yes
12,3655339,910356,VERTICAL PRESS HANDLE. NUTEX GREY C/W GREY END CAP,684,CSS B13 WK 13-2022,CSS B13,MOP CELL,110,MOPS CELL,30,MOPS CELL,CSS B13 MOP PRESS DEPARTMENT,0.008333,120,342,5.7,24/03/2022 08:00,24/03/2022 09:59,,LINEFEED=112  MOP CELL=10  SERVOLINE=104,Yes
12,3655340,910773,R.H. UPRIGHT TUBE ASSEMBLY,26,METAL SHOP WK 13-2022,METAL SHOP,1MP0052,110,DOUBLE REDUCING MACHINE,30,1MP0052,DOUBLE REDUCING MACHINE,0.004167,240,6.5,0.11,24/03/2022 08:00,24/03/2022 08:12,,WELD DEPT=26,Yes
12,3655340,910773,R.H. UPRIGHT TUBE ASSEMBLY,26,METAL SHOP WK 13-2022,METAL SHOP,1MP0055,120,AVA-MATIC CASTOR INSERTING MACHINE,30,1MP0055,AVA-MATIC CASTOR INSERTING MACHINE,0.004167,240,6.5,0.11,24/03/2022 08:12,24/03/2022 08:24,,WELD DEPT=26,Yes
12,3655341,910774,L.H. UPRIGHT TUBE ASSEMBLY,26,METAL SHOP WK 13-2022,METAL SHOP,1MP0052,110,DOUBLE REDUCING MACHINE,30,1MP0052,DOUBLE REDUCING MACHINE,0.004167,240,6.5,0.11,24/03/2022 08:00,24/03/2022 08:12,,WELD DEPT=26,Yes
12,3655341,910774,L.H. UPRIGHT TUBE ASSEMBLY,26,METAL SHOP WK 13-2022,METAL SHOP,1MP0055,120,AVA-MATIC CASTOR INSERTING MACHINE,30,1MP0055,AVA-MATIC CASTOR INSERTING MACHINE,0.004167,240,6.5,0.11,24/03/2022 08:12,24/03/2022 08:24,,WELD DEPT=26,Yes
13,3655342,906064,LAYER PAD (910 X 510),20,BOX SUBS WK 13-2022,CSS B13,BOX CELL,120,CUTTING MACHINE FOR BOX CELL,120,CUTTER,CUTTING MACHINE FOR BOX CELL,0.006389,156.521739,7.67,0.13,28/03/2022 08:05,28/03/2022 08:13,,LINEFEED=40,Yes
12,3655343,320997,LINK WIRE.WHITE.240.1M0.FASTON.FASTON,17000,CSS B13 WK 13-2022,CSS B13,CSS KOMAX,110,WIRES UNDER 300MM,30,KOMAX,KOMAX MACHINES,0.000381,2627.73,388.17,6.47,24/03/2022 08:00,24/03/2022 15:19,,LOOM CELL=13150  PREP-C1=136,Yes
13,3655344,407017,ALUMINIUM WAND STRAIGHT PAINT BLACK,480,PAINT CELL WK 13-2022,PAINT SHOP,PAINT CELL,110,PAINT BOOTH COLOURS,30,LRGBOOTH02,DESIGNATED COLOURS,0.000357,2800,10.29,0.17,28/03/2022 08:00,28/03/2022 08:11,222001,WCIM-001=240,Yes
13,3655345,904209,"850 TWINTEC ALUMINIUM FLOOR TOOL (38MM HOSE, RED TRIM) SERILOR BLADES",1,VAC D SUBS WK 13-2022,FLOORCARE,TTECFTCELL,110,TT FLOOR TOOL ASSY,20,TTFTCELL,TWIN TEC FLOOR TOOL CELL,0.166667,6,10,0.17,28/03/2022 08:00,28/03/2022 08:11,,TTECFTCELL=1,Next
13,3655346,907719,PPR BLACK COVER.ECO NEON 1 STAGE TMH SUB ASSY.PRINT WHITE NUMATIC(WITH EVEREL SWITCH),632,VAC B SUBS WK 13-2022,VAC B,HOTFOILPRT,120,IMPRESS HOT FOIL PRINTING HVR/NRV/PPR,120,IMPRESS MC,IMPRESS HOT FOIL PRINTING,0.009524,105,361.14,6.02,28/03/2022 08:15,28/03/2022 14:47,,PREP-A1=20  S1 REELERS=612,Yes
13,3655347,914741,NUC.244NX REPLACEMENT GASKET SEAL MOULDING (X4),2,CSS WK 13-2022,CSS B13,GNKIT CELL,110,CSS GENUINE KIT CELL,20,GNKIT CELL,CSS GENUINE KIT CELL,0.016667,60,2,0.03,28/03/2022 08:00,28/03/2022 08:08,,No Demand found,Yes
12,3655348,601052,32MM O/D STAINLESS STEEL TUBE BEND.BLACK NPC VOLUME CONTROL,425,METAL SHOP WK 13-2022,METAL SHOP,VCP-001,120,PUNCH MACHINE FOR WAND CELL,20,VCP-001,PUNCH MACHINE FOR WAND CELL,0.002,500,51,0.85,24/03/2022 08:00,24/03/2022 08:51,,ACCE1 CELL=7  AUTOLINE01=4330  S1 LOOMS=144  S1 REELERS=10626  Sales order=1212,Next
12,3655348,601052,32MM O/D STAINLESS STEEL TUBE BEND.BLACK NPC VOLUME CONTROL,425,METAL SHOP WK 13-2022,METAL SHOP,DERM-002,130,DOUBLE REDUCE MACHINE FOR WAND CELL,20,DERM-002,DOUBLE REDUCE MACHINE FOR WAND CELL,0.002,500,51,0.85,24/03/2022 08:00,24/03/2022 08:51,,ACCE1 CELL=7  AUTOLINE01=4330  S1 LOOMS=144  S1 REELERS=10626  Sales order=1212,Next
12,3655348,601052,32MM O/D STAINLESS STEEL TUBE BEND.BLACK NPC VOLUME CONTROL,425,METAL SHOP WK 13-2022,METAL SHOP,UWW-001,140,UNISON WASH MACHINE FOR WAND CELL,20,UWW-001,UNISON WASH MACHINE FOR WAND CELL,0.002,500,51,0.85,24/03/2022 08:00,24/03/2022 08:51,,ACCE1 CELL=7  AUTOLINE01=4330  S1 LOOMS=144  S1 REELERS=10626  Sales order=1212,Next
12,3655348,601052,32MM O/D STAINLESS STEEL TUBE BEND.BLACK NPC VOLUME CONTROL,425,METAL SHOP WK 13-2022,METAL SHOP,WVC-001,150,VOLUME CONTROL MACHINE FOR WAND CELL,20,WVC-001,VOLUME CONTROL MACHINE FOR WAND CELL,0.002,500,51,0.85,24/03/2022 08:00,24/03/2022 08:51,,ACCE1 CELL=7  AUTOLINE01=4330  S1 LOOMS=144  S1 REELERS=10626  Sales order=1212,Next
12,3655349,601052,32MM O/D STAINLESS STEEL TUBE BEND.BLACK NPC VOLUME CONTROL,425,METAL SHOP WK 13-2022,METAL SHOP,VCP-001,120,PUNCH MACHINE FOR WAND CELL,20,VCP-001,PUNCH MACHINE FOR WAND CELL,0.002,500,51,0.85,24/03/2022 08:00,24/03/2022 08:51,,ACCE1 CELL=7  AUTOLINE01=4330  S1 LOOMS=144  S1 REELERS=10626  Sales order=1212,Next
12,3655349,601052,32MM O/D STAINLESS STEEL TUBE BEND.BLACK NPC VOLUME CONTROL,425,METAL SHOP WK 13-2022,METAL SHOP,DERM-002,130,DOUBLE REDUCE MACHINE FOR WAND CELL,20,DERM-002,DOUBLE REDUCE MACHINE FOR WAND CELL,0.002,500,51,0.85,24/03/2022 08:00,24/03/2022 08:51,,ACCE1 CELL=7  AUTOLINE01=4330  S1 LOOMS=144  S1 REELERS=10626  Sales order=1212,Next
12,3655349,601052,32MM O/D STAINLESS STEEL TUBE BEND.BLACK NPC VOLUME CONTROL,425,METAL SHOP WK 13-2022,METAL SHOP,UWW-001,140,UNISON WASH MACHINE FOR WAND CELL,20,UWW-001,UNISON WASH MACHINE FOR WAND CELL,0.002,500,51,0.85,24/03/2022 08:00,24/03/2022 08:51,,ACCE1 CELL=7  AUTOLINE01=4330  S1 LOOMS=144  S1 REELERS=10626  Sales order=1212,Next
